Timestamp,ハピナ名掛丁商店街・東 - ハピナ名掛丁商店街・西,ハピナ名掛丁商店街・西 - クリスロード商店街・中央,クリスロード商店街・中央 - クリスロード商店街・西,クリスロード商店街・西 - マーブルロードおおまち商店街・東,マーブルロードおおまち商店街・東 - マーブルロードおおまち商店街・西,マーブルロードおおまち商店街・西 - ぶらんど～む一番町商店街・南,ぶらんど～む一番町商店街・南 - サンモール一番町商店街・中央,ぶらんど～む一番町商店街・南 - ぶらんど～む一番町商店街・北,サンモール一番町商店街・中央 - サンモール一番町商店街・南,ぶらんど～む一番町商店街・北 - 一番町四丁目商店街・南,一番町四丁目商店街・南 - 一番町四丁目商店街・中央,一番町四丁目商店街・中央 - 一番町四丁目商店街・北
2025-11-02 00:00:00,514.0434090365495,3328.698399944002,5202.075025269186,6815.063991560666,1607.4383475199243,9665.330590961188,832.6451333256944,,1050.094580618641,,25225.58889583625,1415.918848243218
2025-11-02 01:00:00,4352.368713402798,1755.443550687015,2904.9972805262146,3732.422411265854,694.3273261239765,3814.5271802939005,315.1301056968608,,448.2361632663188,,14323.66943403399,1111.0942448399435
2025-11-02 02:00:00,257.63670469846375,955.4999235045143,1772.5970842756237,2323.7976943513368,366.9822179259405,1986.6955933613526,166.54377582955667,,233.3611394391883,,11354.475467046948,635.3814439271941
2025-11-02 03:00:00,180.21578313850267,403.05249201676435,864.8041500241038,1490.6337742068317,224.11284143527567,1118.9434951115666,102.47963001666781,,165.18055303820353,,5023.036114362694,351.6654907882643
2025-11-02 04:00:00,648.005650533339,390.1986025697192,921.7212795869231,1264.7174991704471,192.77178275552617,972.1689142001733,71.21275458529338,,107.34692468036651,,3178.7040053207343,222.86057679715134
2025-11-02 05:00:00,2609.259191453167,974.2636714724,1569.7677326751202,1971.4278898317725,378.3226826787383,2033.8891285293234,148.69052121227384,,188.52256568567944,,1892.164642063931,208.14978206931303
2025-11-02 06:00:00,270.88201194999294,1107.3679298890072,1822.465170991352,2803.5469238709234,481.5509199309896,1962.0549934352384,159.71721303251317,,310.34554089918055,,1312.2090217407351,179.2244440069507
2025-11-02 07:00:00,357.9549812817277,2731.2760926953447,6049.991121431237,10692.41991439649,1435.1575738233107,4453.156680207441,439.8843568202742,,1015.3090830703447,,2255.784915089268,446.6262539828916
2025-11-02 08:00:00,0.0,11361.329281206694,20253.79022159108,27131.99601088767,5281.522089687752,17771.861289924174,1467.9477998756465,,3278.2045018716008,,6996.382804774033,2676.9975503948067
2025-11-02 09:00:00,0.0,29590.30550066796,59103.54474710576,66539.3065505623,16273.012269994766,79622.97136192757,6165.424059776924,,10199.463067381806,,22579.111335659352,10844.190329582256
2025-11-02 10:00:00,0.0,60020.185693120686,131368.74653675876,142653.4451479698,46491.45311438845,346909.1099663384,34746.64443933039,,48875.69281496098,,92679.3717356525,36909.595680177146
2025-11-02 11:00:00,,,166071.25118317173,173919.8390636104,58016.26749891768,470462.9883816815,39262.67485480273,,44516.79104774838,,63374.95937693962,54239.1896149689
2025-11-02 12:00:00,0.0,100811.53748946778,207629.09305466543,227606.59137931748,77560.20458483363,601705.0474035225,50169.183988321,,57915.07576054189,,145746.69525204567,66821.30088082573
2025-11-02 13:00:00,636.5486808844265,137253.56945006005,268794.76005242375,287599.0863210561,102225.64573534003,761865.0766280099,65618.2131719194,,77853.4785218617,,232320.78197736028,94576.47427320182
2025-11-02 14:00:00,134876.42198935428,159262.657506498,309801.9286212747,348125.9092441905,122962.17263254235,1004087.9555575231,90920.93245304275,,105772.32053946819,,295885.0947676478,113268.21710096278
2025-11-02 15:00:00,2655.4519240883,180358.8446661208,361392.6590937717,367955.0430643764,124512.72211366473,980276.78537016,82256.16708669881,,91723.99974801957,,264838.28697217273,101805.6324690812
2025-11-02 16:00:00,171085.88019386938,174999.88865845377,342381.8797431886,330849.5734807083,109165.67737389024,912699.9442705102,71145.30286763461,,72697.67981086035,,208425.9179224991,79914.70063701071
2025-11-02 17:00:00,129152.9787843527,157992.34084967687,286800.82250022,279935.33608707984,86058.32918520928,649694.6096752962,50051.361167906776,,53262.74509156001,,154762.73644342594,56432.55279377529
2025-11-02 18:00:00,92557.65150048966,122915.28578365948,200892.12712249233,179033.5659526688,50308.523325881724,402507.6671074708,30652.34540680245,,29669.232791206716,,124806.69718323891,38689.85142464886
2025-11-02 19:00:00,2039.857474062355,101447.5436560867,170304.51939806336,161081.58154796466,44572.28543407344,-36.676854359074106,-2.9004434797745753,,26294.73616712475,,104953.99777928944,25622.846221534113
2025-11-02 20:00:00,2038.732507440616,81877.42652524909,126191.2801573911,119458.0846837313,31621.254959540598,201596.12101065344,16350.052931612781,,19887.00819989854,,103057.89261947577,9357.641603483153
2025-11-02 21:00:00,1623.9321611891578,51172.86823984359,74458.19904549378,70408.39114011431,17316.587701264085,103671.01873052231,8625.364800333156,,10712.874638254738,,73583.94755941238,6289.0356663959365
2025-11-02 22:00:00,67634.65172638961,28898.327570517202,39008.19788513102,36287.48291308806,9697.505322020006,60443.90933721102,4221.288661597973,,5058.733437289051,,48840.76662857916,3474.018075843363
2025-11-02 23:00:00,55252.08054785816,16724.213453269036,21656.745431370528,20361.62488437138,5230.297529915845,35884.12945946362,2125.3004672302013,,2109.249991236992,,34705.59421433994,2486.5661766836542
